  84   6   2   7  0.569566084119906E-09
  85   1   1   8 -0.192129581832876E-07
  86   2   1   8  0.148543172777597E-07
  87   3   1   8 -0.908271686669279E-08
  88   4   1   8 -0.121451504723700E-07
  89   5   1   8  0.158119389005336E-09
  90   6   1   8 -0.753678049016869E-08
  91   1   2   8  0.317439786575872E-08
  92   2   2   8 -0.406390967249002E-08
  93   3   2   8  0.114664274236887E-09
  94   4   2   8  0.295990572095344E-08
  95   5   2   8 -0.486239010327589E-10
  96   6   2   8  0.750466728854585E-09
  97   1   1   9 -0.698941745664777E-07
  98   2   1   9  0.431824885830296E-07
  99   3   1   9 -0.357448005592032E-07
 100   4   1   9 -0.392087570727426E-07
 101   5   1   9  0.329488701701700E-09
 102   6   1   9 -0.305030606327525E-07
 103   1   2   9  0.833835173231663E-08
 104   2   2   9 -0.972769880408702E-08
 105   3   2   9  0.328914401851457E-09
 106   4   2   9  0.666628061096992E-08
 107   5   2   9 -0.708133806429458E-10
 108   6   2   9  0.237450075326903E-08
 109   1   1  10 -0.255528349754743E-06
 110   2   1  10  0.120026326840231E-06
 111   3   1  10 -0.131613450583782E-06
 112   4   1  10 -0.132239632204194E-06
 113   5   1  10  0.732378009016055E-09
 114   6   1  10 -0.121116147035583E-06
 115   1   2  10  0.212879633822311E-07
 116   2   2  10 -0.232443996071462E-07
 117   3   2  10  0.829564663258033E-09
 118   4   2  10  0.146988361668512E-07
 119   5   2  10 -0.947915060062301E-10
 120   6   2  10  0.706135821919039E-08
 121   1   1  11 -0.234047900826288E-06
 122   2   1  11  0.771672033113856E-07
 123   3   1  11 -0.116112054945991E-06
 124   4   1  11 -0.115216744928674E-06
 125   5   1  11  0.430274039203461E-09
 126   6   1  11 -0.118836396356939E-06
 127   1   2  11  0.131032807025394E-07
 128   2   2  11 -0.138687869243652E-07
 129   3   2  11  0.486823846820334E-09
 130   4   2  11  0.790401451151104E-08
 131   5   2  11 -0.273456526565377E-10
 132   6   2  11  0.504911527283395E-08
 133   1   1  12 -0.738111607550011E-06
 134   2   1  12  0.147047147242602E-06
 135   3   1  12 -0.342549267475060E-06
 136   4   1  12 -0.352760488485408E-06
 137   5   1  12  0.901310794709191E-09
 138   6   1  12 -0.397913744702481E-06
 139   1   2  12  0.265020636202164E-07
 140   2   2  12 -0.284928569136853E-07
 141   3   2  12  0.939291510992833E-09
 142   4   2  12  0.142405621984217E-07
 143   5   2  12 -0.190944733139555E-10
 144   6   2  12  0.120791576443393E-07
 145   1   1  13 -0.845499449341324E-06
 146   2   1  13  0.673553380888791E-07
 147   3   1  13 -0.360095953224504E-06
 148   4   1  13 -0.396613809529373E-06
 149   5   1  13  0.695869103726602E-09
 150   6   1  13 -0.480932269932405E-06
 151   1   2  13  0.182825157846554E-07
 152   2   2  13 -0.213353442521762E-07
 153   3   2  13  0.638655904770520E-09
 154   4   2  13  0.906052588959471E-08
 155   5   2  13  0.121775556551556E-11
 156   6   2  13  0.102631737050372E-07
 157   1   1  14 -0.926211722449494E-05
 158   2   1  14 -0.258750852495855E-06
 159   3   1  14 -0.357623578755517E-05
 160   4   1  14 -0.428082085424822E-05
 161   5   1  14  0.513580209166822E-08
 162   6   1  14 -0.553315847220807E-05
 163   1   2  14  0.109303924036779E-06
 164   2   2  14 -0.153805877476432E-06
 165   3   2  14  0.407042329025524E-08
 166   4   2  14  0.534372696747597E-07
 167   5   2  14  0.609541489124189E-10
 168   6   2  14  0.818137020137679E-07
