   1   1   1   1 -0.329954075068953E+03
   2   2   1   1  0.355512831099868E+03
   3   3   1   1  0.417486682063217E+03
   4   4   1   1 -0.477530204101353E+03
   5   5   1   1  0.101464968247114E+03
   6   6   1   1 -0.523035703033925E+02
   7   1   2   1  0.202912359004903E+03
   8   2   2   1 -0.327645124271779E+03
   9   3   2   1 -0.159067307025721E+03
  10   4   2   1  0.349998820130539E+03
  11   5   2   1 -0.793656313383123E+02
  12   6   2   1  0.575586990208282E+01
  13   1   1   2 -0.332549457277219E-11
  14   2   1   2  0.482161155561837E-11
  15   3   1   2  0.311519748682551E-11
  16   4   1   2 -0.558912110575772E-11
  17   5   1   2  0.706894117314240E-12
  18   6   1   2  0.205830603033234E-12
  19   1   2   2  0.194327027249374E-11
  20   2   2   2 -0.385040805941726E-11
  21   3   2   2 -0.961594551936340E-12
  22   4   2   2  0.374486991776039E-11
  23   5   2   2 -0.543247231481807E-12
  24   6   2   2 -0.317618287280268E-12
  25   1   1   3 -0.759192992004034E-11
  26   2   1   3  0.117090412562035E-10
  27   3   1   3  0.488947631288555E-11
  28   4   1   3 -0.123077431012583E-10
  29   5   1   3  0.110933608516459E-11
  30   6   1   3  0.584025834337688E-12
  31   1   2   3  0.402944101984806E-11
  32   2   2   3 -0.841426948720996E-11
  33   3   2   3 -0.118498867062826E-11
  34   4   2   3  0.761177870294842E-11
  35   5   2   3 -0.777058277930501E-12
  36   6   2   3 -0.726094726630875E-12
  37   1   1   4 -0.342306112010296E-09
  38   2   1   4  0.499419788216810E-09
  39   3   1   4  0.111738157902797E-09
  40   4   1   4 -0.480768495043841E-09
  41   5   1   4  0.314749315752989E-10
  42   6   1   4 -0.670155986438329E-11
  43   1   2   4  0.156319099660292E-09
  44   2   2   4 -0.314636631985319E-09
  45   3   2   4 -0.237429597765446E-10
  46   4   2   4  0.269806126595320E-09
  47   5   2   4 -0.194709077625089E-10
  48   6   2   4 -0.165526519107823E-10
  49   1   1   5 -0.315287683289057E-08
  50   2   1   5  0.406671190964457E-08
  51   3   1   5  0.457411278500349E-10
  52   4   1   5 -0.357990553545165E-08
  53   5   1   5  0.165254880162098E-09
  54   6   1   5 -0.475293052195641E-09
  55   1   2   5  0.117079653414720E-08
  56   2   2   5 -0.214191200954806E-08
  57   3   2   5 -0.670336740747220E-10
  58   4   2   5  0.176142241988082E-08
  59   5   2   5 -0.896121968270836E-10
  60   6   2   5  0.323304829521087E-11
  61   1   1   6 -0.599630831997800E+03
  62   2   1   6  0.664589806517432E+03
  63   3   1   6 -0.135756452504811E+03
  64   4   1   6 -0.544029543608453E+03
  65   5   1   6  0.169410106303383E+02
  66   6   1   6 -0.155299640438940E+03
  67   1   2   6  0.174472121844747E+03
  68   2   2   6 -0.282758756971934E+03
  69   3   2   6 -0.466177258723129E+00
  70   4   2   6  0.224169594828821E+03
  71   5   2   6 -0.797790042367715E+01
  72   6   2   6  0.177584099543583E+02
  73   1   1   7 -0.143833527792725E-07
  74   2   1   7  0.134630872057889E-07
  75   3   1   7 -0.551903786608939E-08
  76   4   1   7 -0.106850502154106E-07
  77   5   1   7  0.216798052518504E-09
  78   6   1   7 -0.483526601760981E-08
  79   1   2   7  0.319523348780589E-08
  80   2   2   7 -0.457714904204242E-08
  81   3   2   7  0.786169272926779E-10
  82   4   2   7  0.349259279759497E-08
  83   5   2   7 -0.854986160418210E-10
